cik,name,ticker,sic,industry
881453,FORTITUDE LIFE INSURANCE & ANNUITY CO,[],6399,"""INSURANCE CARRIERS, NEC"""
881524,VIVUS INC,[],2834,"""PHARMACEUTICAL PREPARATIONS"""
881790,HF FINANCIAL CORP,[],6035,"""SAVINGS INSTITUTION, FEDERALLY CHARTERED"""
881890,ABAXIS INC,[],3829,"""MEASURING & CONTROLLING DEVICES, NEC"""
882095,"GILEAD SCIENCES, INC.",['GILD'],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
882104,"PDL BIOPHARMA, INC.",[],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
882154,"POWERSECURE INTERNATIONAL, INC.",[],7389,"""SERVICES-BUSINESS SERVICES, NEC"""
882184,HORTON D R INC /DE/,['DHI'],1531,"""OPERATIVE BUILDERS"""
882291,AETHLON MEDICAL INC,['AEMD'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
882361,Aptose Biosciences Inc.,['APTO'],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
882508,QUICKLOGIC Corp,['QUIK'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
882796,BIOCRYST PHARMACEUTICALS INC,['BCRX'],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
882800,"Pacific Ventures Group, Inc.",['PACV'],2080,"""BEVERAGES"""
882829,STATER BROS HOLDINGS INC,[],5411,"""RETAIL-GROCERY STORES"""
882835,ROPER TECHNOLOGIES INC,['ROP'],3823,"""INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"""
882873,UROLOGIX INC,[],3845,"""ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS"""
883107,NANOPHASE TECHNOLOGIES Corp,['NANX'],2844,"""PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"""
883237,"VIRTUS INVESTMENT PARTNERS, INC.",['VRTS'],6282,"""INVESTMENT ADVICE"""
883241,SYNOPSYS INC,['SNPS'],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
883569,"Fossil Group, Inc.","['FOSL', 'FOSLL']",3873,"""WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS"""
883902,"Cornerstone Building Brands, Inc.",[],3448,"""PREFABRICATED METAL BUILDINGS & COMPONENTS"""
883943,CHRISTOPHER & BANKS CORP,[],5621,"""RETAIL-WOMEN'S CLOTHING STORES"""
883945,USA TRUCK INC,[],4213,"""TRUCKING (NO LOCAL)"""
883948,Atlantic Union Bankshares Corp,"['AUB', 'AUB-PA']",6022,"""STATE COMMERCIAL BANKS"""
883975,Microbot Medical Inc.,['MBOT'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
883980,FIRST DATA CORP,[],7389,"""SERVICES-BUSINESS SERVICES, NEC"""
883984,ICU MEDICAL INC/DE,['ICUI'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
884144,ASURE SOFTWARE INC,['ASUR'],7373,"""SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN"""
884217,TAILORED BRANDS INC,[],5600,"""RETAIL-APPAREL & ACCESSORY STORES"""
884219,VIAD CORP,['VVI'],7389,"""SERVICES-BUSINESS SERVICES, NEC"""
884269,ALPHA PRO TECH LTD,['APT'],3842,"""ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"""
884363,"EVOLUTIONARY GENOMICS, INC.",[],8731,"""SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH"""
884504,THERMOENERGY CORP,[],4955,"""HAZARDOUS WASTE MANAGEMENT"""
884614,UGI CORP /PA/,['UGI'],4932,"""GAS & OTHER SERVICES COMBINED"""
884624,Orthofix Medical Inc.,['OFIX'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
884650,INFINITE GROUP INC,['IMCI'],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
884713,Primo Water Corp /CN/,['PRMW'],2086,"""BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS"""
884731,ARIAD PHARMACEUTICALS INC,[],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
884887,ROYAL CARIBBEAN CRUISES LTD,['RCL'],4400,"""WATER TRANSPORTATION"""
884905,LINDE INC,[],2810,"""INDUSTRIAL INORGANIC CHEMICALS"""
884940,STEIN MART INC,[],5651,"""RETAIL-FAMILY CLOTHING STORES"""
885074,Aeon Global Health Corp.,[],8071,"""SERVICES-MEDICAL LABORATORIES"""
885245,BUCKLE INC,['BKE'],5651,"""RETAIL-FAMILY CLOTHING STORES"""
885275,WILSON BANK HOLDING CO,['WBHC'],6021,"""NATIONAL COMMERCIAL BANKS"""
885306,CYNOSURE INC,[],3845,"""ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS"""
885307,JEWETT CAMERON TRADING CO LTD,['JCTCF'],5211,"""RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS"""
885322,ANCHOR BANCORP WISCONSIN INC,[],6036,"""SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"""
885462,"GULF RESOURCES, INC.",['GURE'],2800,"""CHEMICALS & ALLIED PRODUCTS"""
885475,Eco-Shift Power Corp.,[],7200,"""SERVICES-PERSONAL SERVICES"""
885508,STRATUS PROPERTIES INC,['STRS'],6552,"""LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES)"""
885550,CREDIT ACCEPTANCE CORP,['CACC'],6141,"""PERSONAL CREDIT INSTITUTIONS"""
885568,OLD DOMINION ELECTRIC COOPERATIVE,[],4911,"""ELECTRIC SERVICES"""
885590,Bausch Health Companies Inc.,['BHC'],2834,"""PHARMACEUTICAL PREPARATIONS"""
885639,KOHLS Corp,['KSS'],5311,"""RETAIL-DEPARTMENT STORES"""
885725,BOSTON SCIENTIFIC CORP,['BSX'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
885975,CINEMARK USA INC /TX,[],7830,"""SERVICES-MOTION PICTURE THEATERS"""
885978,U S PHYSICAL THERAPY INC /NV,['USPH'],8000,"""SERVICES-HEALTH SERVICES"""
886035,GENERAL CABLE CORP /DE/,[],3357,"""DRAWING & INSULATING OF NONFERROUS WIRE"""
886093,NUNZIA PHARMACEUTICAL Co,[],2833,"""MEDICINAL CHEMICALS & BOTANICAL PRODUCTS"""
886128,FUELCELL ENERGY INC,"['FCEL', 'FCELB']",3620,"""ELECTRICAL INDUSTRIAL APPARATUS"""
886136,SAGA COMMUNICATIONS INC,['SGA'],4832,"""RADIO BROADCASTING STATIONS"""
886137,FINISH LINE INC /IN/,[],5661,"""RETAIL-SHOE STORES"""
886158,"20230930-DK-Butterfly-1, Inc.",[],5700,"""RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES"""
886163,LIGAND PHARMACEUTICALS INC,"['LGND', 'LGNDZ', 'LGNXZ', 'LGNYZ', 'LGNZZ']",2834,"""PHARMACEUTICAL PREPARATIONS"""
886171,"Agiliti Health, Inc.",[],7350,"""SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING"""
886206,FRANKLIN COVEY CO,['FC'],8741,"""SERVICES-MANAGEMENT SERVICES"""
886328,E DIGITAL CORP,[],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
886346,KADANT INC,['KAI'],3550,"""SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)"""
886475,"'mktg, inc.'",[],7310,"""SERVICES-ADVERTISING"""
886744,GERON CORP,"['GERN', 'GERNW']",2834,"""PHARMACEUTICAL PREPARATIONS"""
886835,SUPERIOR ENERGY SERVICES INC,[],1389,"""OIL & GAS FIELD SERVICES, NEC"""
886982,GOLDMAN SACHS GROUP INC,"['GS', 'GS-PA', 'GS-PD', 'GS-PC', 'GSCE']",6211,"""SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"""
887149,CROGHAN BANCSHARES INC,[],6022,"""STATE COMMERCIAL BANKS"""
887150,HAMPSHIRE GROUP LTD,[],2253,"""KNIT OUTERWEAR MILLS"""
887151,Capstone Therapeutics Corp.,[],2834,"""PHARMACEUTICAL PREPARATIONS"""
887226,PERCEPTRON INC/MI,[],3827,"""OPTICAL INSTRUMENTS & LENSES"""
887247,DMK PHARMACEUTICALS Corp,['DMKPQ'],2834,"""PHARMACEUTICAL PREPARATIONS"""
887343,"COLUMBIA BANKING SYSTEM, INC.",['COLB'],6022,"""STATE COMMERCIAL BANKS"""
887359,Vericel Corp,['VCEL'],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
887396,EMPIRE PETROLEUM CORP,['EP'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
887497,HI TECH PHARMACAL CO INC,[],2834,"""PHARMACEUTICAL PREPARATIONS"""
887596,CHEESECAKE FACTORY INC,['CAKE'],5812,"""RETAIL-EATING PLACES"""
887730,KEMET CORP,[],3670,"""ELECTRONIC COMPONENTS & ACCESSORIES"""
887733,CENTRAL GARDEN & PET CO,"['CENT', 'CENTA']",5190,"""WHOLESALE-MISCELLANEOUS NONDURABLE GOODS"""
887905,LTC PROPERTIES INC,['LTC'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
887919,PREMIER FINANCIAL BANCORP INC,[],6022,"""STATE COMMERCIAL BANKS"""
887921,REVLON INC /DE/,[],2844,"""PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"""
887936,"FTI CONSULTING, INC",['FCN'],8742,"""SERVICES-MANAGEMENT CONSULTING SERVICES"""
887969,MRV COMMUNICATIONS INC,[],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
888165,INTERACTIVE DATA CORP/MA/,[],6200,"""SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"""
888228,KINDER MORGAN ENERGY PARTNERS L P,[],4922,"""NATURAL GAS TRANSMISSION"""
888471,NESTOR PARTNERS,[],6221,"""COMMODITY CONTRACTS BROKERS & DEALERS"""
888491,OMEGA HEALTHCARE INVESTORS INC,['OHI'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
888504,LAYNE CHRISTENSEN CO,[],1700,"""CONSTRUCTION - SPECIAL TRADE CONTRACTORS"""
888919,HCC INSURANCE HOLDINGS INC/DE/,[],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
888981,NOCOPI TECHNOLOGIES INC/MD/,['NNUP'],3944,"""GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)"""
889123,REDWOOD MORTGAGE INVESTORS VIII,[],6500,"""REAL ESTATE"""
889156,ALLBRITTON COMMUNICATIONS CO,[],4833,"""TELEVISION BROADCASTING STATIONS"""
889331,LITTELFUSE INC /DE,['LFUS'],3613,"""SWITCHGEAR & SWITCHBOARD APPARATUS"""
889348,CPI AEROSTRUCTURES INC,['CVU'],3728,"""AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"""
889353,James Maritime Holdings Inc.,['JMTM'],7200,"""SERVICES-PERSONAL SERVICES"""
889428,"Pathfinder Cell Therapy, Inc.",[],3842,"""ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"""
889570,UNITED ARTISTS THEATRE CIRCUIT INC /MD/,[],7830,"""SERVICES-MOTION PICTURE THEATERS"""
889609,"CONSUMER PORTFOLIO SERVICES, INC.",['CPSS'],6199,"""FINANCE SERVICES"""
889900,PATTERSON UTI ENERGY INC,['PTEN'],1381,"""DRILLING OIL & GAS WELLS"""
889930,OVERLAND STORAGE INC,[],3572,"""COMPUTER STORAGE DEVICES"""
889936,"PRIVATEBANCORP, INC",[],6022,"""STATE COMMERCIAL BANKS"""
889971,LIGHTPATH TECHNOLOGIES INC,['LPTH'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
890066,GLEN BURNIE BANCORP,['GLBZ'],6022,"""STATE COMMERCIAL BANKS"""
890264,EXA CORP,[],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
890319,TAUBMAN CENTERS INC,[],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
890394,Peraso Inc.,['PRSO'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
890447,Vertex Energy Inc.,['VTNR'],2911,"""PETROLEUM REFINING"""
890465,NPS PHARMACEUTICALS INC,[],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
890491,BARNES & NOBLE INC,[],5940,"""RETAIL-MISCELLANEOUS SHOPPING GOODS STORES"""
890543,INTERNATIONAL BARRIER TECHNOLOGY INC,[],2890,"""MISCELLANEOUS CHEMICAL PRODUCTS"""
890547,REVLON CONSUMER PRODUCTS CORP,[],2844,"""PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"""
890564,ASGN Inc,['ASGN'],7363,"""SERVICES-HELP SUPPLY SERVICES"""
890821,"Enveric Biosciences, Inc.",['ENVB'],2834,"""PHARMACEUTICAL PREPARATIONS"""
890846,UROPLASTY INC,[],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
890908,DYNACQ HEALTHCARE INC,[],8011,"""SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE"""
890923,ZOLTEK COMPANIES INC,[],3620,"""ELECTRICAL INDUSTRIAL APPARATUS"""
890926,RADIAN GROUP INC,['RDN'],6351,"""SURETY INSURANCE"""
891014,MINERALS TECHNOLOGIES INC,['MTX'],2810,"""INDUSTRIAL INORGANIC CHEMICALS"""
891024,"PATTERSON COMPANIES, INC.",['PDCO'],5047,"""WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES"""
891103,"Match Group, Inc.",['MTCH'],7370,"""SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."""
891106,STERLING FINANCIAL CORP /WA/,[],6036,"""SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"""
891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",['UVE'],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
891288,QUESTCOR PHARMACEUTICALS INC,[],2834,"""PHARMACEUTICAL PREPARATIONS"""
891293,CTI BIOPHARMA CORP,[],2834,"""PHARMACEUTICAL PREPARATIONS"""
891417,Nano Magic Inc.,['NMGX'],3470,"""COATING, ENGRAVING & ALLIED SERVICES"""
891482,FULL HOUSE RESORTS INC,['FLL'],7011,"""HOTELS & MOTELS"""
891532,PERMA FIX ENVIRONMENTAL SERVICES INC,['PESI'],4955,"""HAZARDOUS WASTE MANAGEMENT"""
891919,BOOKS A MILLION INC,[],5940,"""RETAIL-MISCELLANEOUS SHOPPING GOODS STORES"""
892160,"DERMA SCIENCES, INC.",[],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
892222,"CRAFT BREW ALLIANCE, INC.",[],2082,"""MALT BEVERAGES"""
892482,Qumu Corp,[],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
892537,MANTECH INTERNATIONAL CORP,[],8741,"""SERVICES-MANAGEMENT SERVICES"""
892553,CHART INDUSTRIES INC,"['GTLS', 'GTLS-PB']",3443,"""FABRICATED PLATE WORK (BOILER SHOPS)"""
892832,SANDSTON CORP,['SDON'],6770,"""BLANK CHECKS"""
892907,SPORT CHALET INC,[],5940,"""RETAIL-MISCELLANEOUS SHOPPING GOODS STORES"""
892986,WARREN RESOURCES INC,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
892997,WNC CALIFORNIA HOUSING TAX CREDITS III LP,[],6513,"""OPERATORS OF APARTMENT BUILDINGS"""
893538,SM Energy Co,['SM'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
893691,MASONITE INTERNATIONAL CORP,[],2430,"""MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS"""
893847,"HAWTHORN BANCSHARES, INC.",['HWBK'],6021,"""NATIONAL COMMERCIAL BANKS"""
893949,"Pediatrix Medical Group, Inc.",['MD'],8060,"""SERVICES-HOSPITALS"""
894081,"Air Transport Services Group, Inc.",['ATSG'],4513,"""AIR COURIER SERVICES"""
894158,"Theriva Biologics, Inc.",['TOVX'],2834,"""PHARMACEUTICAL PREPARATIONS"""
894237,COGENTIX MEDICAL INC /DE/,[],3845,"""ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS"""
894245,AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,[],6500,"""REAL ESTATE"""
894315,SITE Centers Corp.,"['SITC', 'SITC-PA']",6798,"""REAL ESTATE INVESTMENT TRUSTS"""
894405,ARCBEST CORP /DE/,['ARCB'],4213,"""TRUCKING (NO LOCAL)"""
894501,"GOLD ROCK HOLDINGS, INC.",['GRHI'],7373,"""SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN"""
894544,CHANCELLOR GROUP INC.,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
894556,"General Enterprise Ventures, Inc.",['GEVI'],4955,"""HAZARDOUS WASTE MANAGEMENT"""
894560,BIOETHICS LTD,['BOTH'],6770,"""BLANK CHECKS"""
894627,VAALCO ENERGY INC /DE/,['EGY'],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
894671,OHIO VALLEY BANC CORP,['OVBC'],6022,"""STATE COMMERCIAL BANKS"""
894871,"Arena Group Holdings, Inc.",['AREN'],4841,"""CABLE & OTHER PAY TELEVISION SERVICES"""
895051,"CASI Pharmaceuticals, Inc (DE)",[],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
895126,CHESAPEAKE ENERGY CORP,"['CHK', 'CHKEL', 'CHKEW', 'CHKEZ']",1311,"""CRUDE PETROLEUM & NATURAL GAS"""
895329,TUFCO TECHNOLOGIES INC,[],2670,"""CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)"""
895417,EQUITY LIFESTYLE PROPERTIES INC,['ELS'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
895419,"WOLFSPEED, INC.",['WOLF'],3674,"""SEMICONDUCTORS & RELATED DEVICES"""
895421,MORGAN STANLEY,"['MS', 'MS-PA', 'MS-PK', 'MS-PI', 'MS-PF', 'MS-PE', 'MS-PL', 'MS-PO', 'MS-PP', 'MS-PQ', 'MSTLW']",6211,"""SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"""
895447,SHOE CARNIVAL INC,['SCVL'],5661,"""RETAIL-SHOE STORES"""
895456,"ROCKY BRANDS, INC.",['RCKY'],3140,"""FOOTWEAR, (NO RUBBER)"""
895464,Yubo International Biotech Ltd,['YBGJ'],3845,"""ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS"""
895516,"SPECTRUM GROUP INTERNATIONAL, INC.",[],5094,"""WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS"""
895650,JD International Ltd,[],6770,"""BLANK CHECKS"""
895655,JARDEN CORP,[],5190,"""WHOLESALE-MISCELLANEOUS NONDURABLE GOODS"""
895665,"Clearday, Inc.",['CLRD'],8050,"""SERVICES-NURSING & PERSONAL CARE FACILITIES"""
895728,ENBRIDGE INC,"['ENB', 'EBBNF', 'EBBGF', 'EBGEF', 'EBRGF', 'EBRZF', 'ENBFF', 'ENBGF', 'ENBHF', 'ENBMF', 'ENBNF', 'ENBOF', 'ENBRF', 'ENNPF']",4610,"""PIPE LINES (NO NATURAL GAS)"""
895930,AMSURG CORP,[],8011,"""SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE"""
896156,ETHAN ALLEN INTERIORS INC,['ETD'],2511,"""WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)"""
896159,Chubb Ltd,['CB'],6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
896262,AMEDISYS INC,['AMED'],8082,"""SERVICES-HOME HEALTH CARE SERVICES"""
896264,USANA HEALTH SCIENCES INC,['USNA'],2833,"""MEDICINAL CHEMICALS & BOTANICAL PRODUCTS"""
896400,EVERI GAMES HOLDING INC.,[],7900,"""SERVICES-AMUSEMENT & RECREATION SERVICES"""
896429,"CANTALOUPE, INC.","['CTLP', 'CTLPP']",3578,"""CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS)"""
896493,"Ault Alliance, Inc.","['AULT', 'AULT-PD']",3679,"""ELECTRONIC COMPONENTS, NEC"""
896622,"APTARGROUP, INC.",['ATR'],3089,"""PLASTICS PRODUCTS, NEC"""
896747,AMERICAN BIO MEDICA CORP,['ABMC'],2834,"""PHARMACEUTICAL PREPARATIONS"""
896841,"AVID TECHNOLOGY, INC.",[],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
896878,INTUIT INC.,['INTU'],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
896985,Destination Maternity Corp,[],5621,"""RETAIL-WOMEN'S CLOTHING STORES"""
897075,REPROS THERAPEUTICS INC.,[],2836,"""BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"""
897077,ALAMO GROUP INC,['ALG'],3523,"""FARM MACHINERY & EQUIPMENT"""
897078,"Resonate Blends, Inc.",['KOAN'],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
897315,AMERICAN TAX CREDIT TRUST SERIES I,[],6513,"""OPERATORS OF APARTMENT BUILDINGS"""
897429,"CHICO'S FAS, INC.",[],5621,"""RETAIL-WOMEN'S CLOTHING STORES"""
897448,AMARIN CORP PLC\UK,['AMRN'],2834,"""PHARMACEUTICAL PREPARATIONS"""
897723,SANMINA CORP,['SANM'],3672,"""PRINTED CIRCUIT BOARDS"""
897893,PEERLESS SYSTEMS CORP,[],7372,"""SERVICES-PREPACKAGED SOFTWARE"""
898171,UWHARRIE CAPITAL CORP,['UWHR'],6022,"""STATE COMMERCIAL BANKS"""
898173,O REILLY AUTOMOTIVE INC,['ORLY'],5531,"""RETAIL-AUTO & HOME SUPPLY STORES"""
898174,REINSURANCE GROUP OF AMERICA INC,"['RGA', 'RZB', 'RZC']",6311,"""LIFE INSURANCE"""
898293,JABIL INC,['JBL'],3672,"""PRINTED CIRCUIT BOARDS"""
898437,"Anika Therapeutics, Inc.",['ANIK'],3841,"""SURGICAL & MEDICAL INSTRUMENTS & APPARATUS"""
898770,SHARPS COMPLIANCE CORP,[],4955,"""HAZARDOUS WASTE MANAGEMENT"""
899045,LAMAR MEDIA CORP/DE,[],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
899051,ALLSTATE CORP,"['ALL', 'ALL-PH', 'ALL-PB', 'ALL-PI', 'ALL-PJ']",6331,"""FIRE, MARINE & CASUALTY INSURANCE"""
899394,"HARBOR DIVERSIFIED, INC.",['HRBR'],4512,"""AIR TRANSPORTATION, SCHEDULED"""
899426,CALYPTE BIOMEDICAL CORP,[],3826,"""LABORATORY ANALYTICAL INSTRUMENTS"""
899460,MANNKIND CORP,['MNKD'],2834,"""PHARMACEUTICAL PREPARATIONS"""
899629,ACADIA REALTY TRUST,['AKR'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
899647,RIVIERA HOLDINGS CORP,[],7011,"""HOTELS & MOTELS"""
899689,VORNADO REALTY TRUST,"['VNO', 'VNO-PL', 'VNO-PM', 'VNORP', 'VNO-PN', 'VNO-PO']",6798,"""REAL ESTATE INVESTMENT TRUSTS"""
899715,TANGER INC.,['SKT'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
899723,OM GROUP INC,[],3990,"""MISCELLANEOUS MANUFACTURING INDUSTRIES"""
899749,"HRTI, LLC",[],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
899751,TITAN INTERNATIONAL INC,['TWI'],3312,"""STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)"""
899866,"ALEXION PHARMACEUTICALS, INC.",[],2834,"""PHARMACEUTICAL PREPARATIONS"""
899923,MYRIAD GENETICS INC,['MYGN'],2835,"""IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES"""
900075,COPART INC,['CPRT'],5500,"""RETAIL-AUTO DEALERS & GASOLINE STATIONS"""
900349,"PERRY ELLIS INTERNATIONAL, INC",[],2320,"""MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS"""
901491,PAPA JOHNS INTERNATIONAL INC,['PZZA'],5812,"""RETAIL-EATING PLACES"""
902274,LIBBEY INC,[],3220,"""GLASS & GLASSWARE, PRESSED OR BLOWN"""
902739,"NBCUniversal Media, LLC",[],4841,"""CABLE & OTHER PAY TELEVISION SERVICES"""
902791,BARRETT BUSINESS SERVICES INC,['BBSI'],7363,"""SERVICES-HELP SUPPLY SERVICES"""
903127,POST PROPERTIES INC,[],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
903129,GENTHERM Inc,['THRM'],3714,"""MOTOR VEHICLE PARTS & ACCESSORIES"""
903419,ALERUS FINANCIAL CORP,['ALRS'],6021,"""NATIONAL COMMERCIAL BANKS"""
903651,INNODATA INC,['INOD'],7374,"""SERVICES-COMPUTER PROCESSING & DATA PREPARATION"""
904080,TALOS PETROLEUM LLC,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
904163,AMERICAN NATIONAL INSURANCE CO,[],6311,"""LIFE INSURANCE"""
904896,N-VIRO INTERNATIONAL CORP,[],4950,"""SANITARY SERVICES"""
904918,BlackRock Global Horizons I L.P.,[],6221,"""COMMODITY CONTRACTS BROKERS & DEALERS"""
904979,SHILOH INDUSTRIES INC,[],3460,"""METAL FORGINGS & STAMPINGS"""
906107,EQUITY RESIDENTIAL,['EQR'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
906163,NVR INC,['NVR'],1531,"""OPERATIVE BUILDERS"""
906192,"SRA INTERNATIONAL, INC.",[],7370,"""SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."""
906193,KEY TECHNOLOGY INC,[],3550,"""SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)"""
906345,CAMDEN PROPERTY TRUST,['CPT'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
906448,Vu1 CORP,[],3669,"""COMMUNICATIONS EQUIPMENT, NEC"""
906465,QCR HOLDINGS INC,['QCRH'],6022,"""STATE COMMERCIAL BANKS"""
906553,BOYD GAMING CORP,['BYD'],7011,"""HOTELS & MOTELS"""
906709,NEKTAR THERAPEUTICS,['NKTR'],2834,"""PHARMACEUTICAL PREPARATIONS"""
906780,EMPIRE RESORTS INC,[],5810,"""RETAIL-EATING & DRINKING PLACES"""
907045,INDEPENDENCE TAX CREDIT PLUS L P II,[],6500,"""REAL ESTATE"""
907242,MONARCH CASINO & RESORT INC,['MCRI'],7011,"""HOTELS & MOTELS"""
907254,"SAUL CENTERS, INC.","['BFS', 'BFS-PD', 'BFS-PE']",6798,"""REAL ESTATE INVESTMENT TRUSTS"""
907471,"PATHWARD FINANCIAL, INC.",['CASH'],6021,"""NATIONAL COMMERCIAL BANKS"""
907562,DYAX CORP,[],8731,"""SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH"""
907649,FX ENERGY INC,[],1311,"""CRUDE PETROLEUM & NATURAL GAS"""
907654,"Oruka Therapeutics, Inc.","['ORKA', 'ABIO']",2835,"""IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES"""
908255,BORGWARNER INC,['BWA'],3714,"""MOTOR VEHICLE PARTS & ACCESSORIES"""
908259,"Oncotelic Therapeutics, Inc.",['OTLC'],2834,"""PHARMACEUTICAL PREPARATIONS"""
908311,Creative Media & Community Trust Corp,['CMCT'],6798,"""REAL ESTATE INVESTMENT TRUSTS"""
908315,WINMARK CORP,['WINA'],5900,"""RETAIL-MISCELLANEOUS RETAIL"""
